Transaction_ID,Date,Time,Sender_Name,Receiver_Name,Mobile_Number,UPI_ID,Bank_Name,Transaction_Type,Amount,Status,Payment_Method,State,City,Device_Type
PP100316,2026-07-11 00:00:00,16:29:39,Customer_317,Merchant_68,9726269951,user317@ybl,Kotak,Merchant Payment,8151,Success,UPI,Madhya Pradesh,Nagpur,iOS
PP100317,2026-07-11 00:00:00,06:57:33,Customer_318,Merchant_98,9253509027,user318@ybl,Axis,Merchant Payment,2716,Success,UPI,Gujarat,Nagpur,Android
PP100318,2026-07-11 00:00:00,02:37:26,Customer_319,Merchant_4,9735766389,user319@ybl,PNB,Bill Payment,21091,Success,QR Code,Rajasthan,Kolhapur,Android
PP100319,2026-07-11 00:00:00,00:15:22,Customer_320,Merchant_19,9524447885,user320@ybl,SBI,Bill Payment,23725,Success,QR Code,Gujarat,Nagpur,iOS
PP100320,2026-07-11 00:00:00,14:15:56,Customer_321,Merchant_70,9583530695,user321@ybl,Axis,Merchant Payment,23417,Success,UPI,Gujarat,Mumbai,Android
PP100321,2026-07-11 00:00:00,02:59:49,Customer_322,Merchant_98,9866189852,user322@ybl,Canara,Bill Payment,7724,Failed,QR Code,Karnataka,Mumbai,Android
PP100322,2026-07-11 00:00:00,18:30:56,Customer_323,Merchant_82,9032023782,user323@ybl,SBI,Bill Payment,21975,Success,QR Code,Madhya Pradesh,Aurangabad,Android
PP100323,2026-07-11 00:00:00,12:13:48,Customer_324,Merchant_13,9594539568,user324@ybl,HDFC,Food Payment,23740,Success,UPI,Madhya Pradesh,Pune,Android
PP100324,2026-07-11 00:00:00,17:54:44,Customer_325,Merchant_23,9965010899,user325@ybl,Canara,Bill Payment,16462,Success,Phone Number,Gujarat,Nashik,Android
PP100325,2026-07-11 00:00:00,08:55:54,Customer_326,Merchant_83,9861530041,user326@ybl,Kotak,Merchant Payment,9785,Success,Phone Number,Madhya Pradesh,Mumbai,Android
PP100326,2026-07-11 00:00:00,23:01:10,Customer_327,Merchant_75,9303593061,user327@ybl,PNB,Food Payment,17544,Success,Phone Number,Karnataka,Nagpur,Android
PP100327,2026-07-11 00:00:00,00:38:56,Customer_328,Merchant_1,9827723138,user328@ybl,Axis,Food Payment,10022,Success,Phone Number,Karnataka,Pune,Android
PP100328,2026-07-11 00:00:00,18:49:39,Customer_329,Merchant_88,9123406968,user329@ybl,Kotak,Merchant Payment,11410,Success,UPI,Rajasthan,Nashik,Android
PP100329,2026-07-11 00:00:00,05:17:09,Customer_330,Merchant_54,9351319460,user330@ybl,Kotak,Food Payment,11688,Success,UPI,Madhya Pradesh,Nashik,Android
PP100330,2026-07-11 00:00:00,16:26:41,Customer_331,Merchant_71,9996955775,user331@ybl,SBI,Food Payment,18966,Success,UPI,Rajasthan,Nashik,Android
PP100331,2026-07-11 00:00:00,08:57:45,Customer_332,Merchant_89,9241489094,user332@ybl,HDFC,Merchant Payment,19256,Success,Phone Number,Maharashtra,Nashik,Android
PP100332,2026-07-11 00:00:00,12:11:12,Customer_333,Merchant_85,9568546041,user333@ybl,BOB,Food Payment,16264,Success,Phone Number,Karnataka,Aurangabad,Android
PP100333,2026-07-11 00:00:00,12:49:57,Customer_334,Merchant_15,9364512615,user334@ybl,Kotak,Bill Payment,6661,Success,Phone Number,Gujarat,Nashik,Android
PP100334,2026-07-12 00:00:00,15:19:40,Customer_335,Merchant_65,9490931301,user335@ybl,HDFC,Merchant Payment,961,Success,Phone Number,Karnataka,Pune,Android
PP100335,2026-07-12 00:00:00,06:35:10,Customer_336,Merchant_76,9751598684,user336@ybl,PNB,Merchant Payment,12835,Success,QR Code,Maharashtra,Mumbai,iOS
PP100336,2026-07-12 00:00:00,08:11:26,Customer_337,Merchant_71,9662608954,user337@ybl,PNB,Merchant Payment,6561,Success,QR Code,Gujarat,Pune,iOS
PP100337,2026-07-12 00:00:00,19:58:27,Customer_338,Merchant_15,9649496962,user338@ybl,Axis,Merchant Payment,15644,Success,QR Code,Madhya Pradesh,Nagpur,Android
PP100338,2026-07-12 00:00:00,19:58:15,Customer_339,Merchant_21,9292552277,user339@ybl,BOB,Merchant Payment,9986,Success,UPI,Madhya Pradesh,Kolhapur,Android
PP100339,2026-07-12 00:00:00,17:53:55,Customer_340,Merchant_19,9693324276,user340@ybl,HDFC,Merchant Payment,23834,Success,UPI,Karnataka,Aurangabad,Android
PP100340,2026-07-12 00:00:00,11:17:11,Customer_341,Merchant_60,9284866518,user341@ybl,Canara,Merchant Payment,1441,Success,Phone Number,Gujarat,Aurangabad,iOS
PP100341,2026-07-12 00:00:00,05:35:03,Customer_342,Merchant_93,9570409770,user342@ybl,PNB,Bill Payment,5785,Success,QR Code,Gujarat,Nagpur,Android
PP100342,2026-07-12 00:00:00,17:59:32,Customer_343,Merchant_89,9818098386,user343@ybl,SBI,Food Payment,16839,Success,QR Code,Rajasthan,Pune,Android
PP100343,2026-07-12 00:00:00,03:59:42,Customer_344,Merchant_33,9548118278,user344@ybl,BOB,Merchant Payment,17243,Success,QR Code,Maharashtra,Pune,Android
PP100344,2026-07-12 00:00:00,23:24:51,Customer_345,Merchant_49,9730381297,user345@ybl,Axis,Food Payment,4021,Success,UPI,Madhya Pradesh,Nagpur,Android
PP100345,2026-07-12 00:00:00,01:02:36,Customer_346,Merchant_96,9576483511,user346@ybl,Canara,Bill Payment,12667,Success,QR Code,Karnataka,Kolhapur,Android
PP100346,2026-07-12 00:00:00,05:43:29,Customer_347,Merchant_35,9196118622,user347@ybl,PNB,Bill Payment,5268,Failed,QR Code,Gujarat,Nashik,Android
PP100347,2026-07-12 00:00:00,04:34:38,Customer_348,Merchant_44,9649578026,user348@ybl,PNB,Bill Payment,4979,Success,QR Code,Madhya Pradesh,Nashik,Android
PP100348,2026-07-12 00:00:00,11:01:06,Customer_349,Merchant_90,9567521602,user349@ybl,Axis,Food Payment,18054,Success,Phone Number,Karnataka,Mumbai,Android
PP100349,2026-07-12 00:00:00,21:01:23,Customer_350,Merchant_11,9304921275,user350@ybl,Axis,Merchant Payment,22232,Success,QR Code,Madhya Pradesh,Pune,Android
PP100350,2026-07-12 00:00:00,19:48:35,Customer_351,Merchant_99,9655276654,user351@ybl,ICICI,Merchant Payment,18665,Success,QR Code,Karnataka,Pune,Android
PP100351,2026-07-12 00:00:00,21:37:14,Customer_352,Merchant_72,9974880562,user352@ybl,SBI,Merchant Payment,22298,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100352,2026-07-12 00:00:00,03:55:53,Customer_353,Merchant_78,9661604866,user353@ybl,Kotak,Merchant Payment,22682,Success,Phone Number,Rajasthan,Nagpur,iOS
PP100353,2026-07-12 00:00:00,21:12:05,Customer_354,Merchant_74,9172729613,user354@ybl,Kotak,Food Payment,3909,Success,Phone Number,Maharashtra,Nashik,Android
PP100354,2026-07-12 00:00:00,03:36:39,Customer_355,Merchant_66,9584849706,user355@ybl,Canara,Food Payment,23301,Failed,UPI,Madhya Pradesh,Pune,Android
PP100355,2026-07-12 00:00:00,15:21:58,Customer_356,Merchant_46,9345408189,user356@ybl,Kotak,Food Payment,1346,Success,UPI,Maharashtra,Pune,Android
PP100356,2026-07-12 00:00:00,00:13:34,Customer_357,Merchant_9,9185855172,user357@ybl,Canara,Food Payment,5921,Success,UPI,Madhya Pradesh,Aurangabad,Android
PP100357,2026-07-12 00:00:00,21:07:57,Customer_358,Merchant_3,9642072103,user358@ybl,BOB,Bill Payment,3378,Pending,UPI,Gujarat,Mumbai,Android
PP100358,2026-07-12 00:00:00,00:40:43,Customer_359,Merchant_85,9720380181,user359@ybl,PNB,Food Payment,1605,Success,Phone Number,Rajasthan,Mumbai,Android
PP100359,2026-07-12 00:00:00,21:06:33,Customer_360,Merchant_26,9262852809,user360@ybl,ICICI,Food Payment,13520,Success,QR Code,Rajasthan,Nashik,Android
PP100360,2026-07-12 00:00:00,21:05:16,Customer_361,Merchant_72,9201761185,user361@ybl,ICICI,Food Payment,11580,Success,UPI,Maharashtra,Kolhapur,Android
PP100361,2026-07-12 00:00:00,20:21:59,Customer_362,Merchant_48,9495869983,user362@ybl,SBI,Merchant Payment,22049,Success,UPI,Gujarat,Pune,Android
PP100362,2026-07-12 00:00:00,04:49:28,Customer_363,Merchant_66,9173837889,user363@ybl,SBI,Food Payment,16792,Failed,UPI,Karnataka,Aurangabad,Android
PP100363,2026-07-12 00:00:00,04:15:28,Customer_364,Merchant_70,9302834643,user364@ybl,PNB,Bill Payment,15838,Success,QR Code,Rajasthan,Pune,Android
PP100364,2026-07-12 00:00:00,15:49:02,Customer_365,Merchant_28,9113998728,user365@ybl,Axis,Food Payment,19195,Success,Phone Number,Gujarat,Nagpur,Android
PP100365,2026-07-12 00:00:00,07:35:06,Customer_366,Merchant_93,9424937497,user366@ybl,SBI,Merchant Payment,3352,Success,Phone Number,Gujarat,Nashik,Android
PP100366,2026-07-12 00:00:00,23:44:11,Customer_367,Merchant_26,9836157667,user367@ybl,SBI,Bill Payment,17107,Success,Phone Number,Maharashtra,Kolhapur,Android
PP100367,2026-07-12 00:00:00,11:05:15,Customer_368,Merchant_25,9646924681,user368@ybl,HDFC,Bill Payment,22238,Success,UPI,Gujarat,Mumbai,Android
PP100368,2026-07-12 00:00:00,10:20:19,Customer_369,Merchant_12,9360189696,user369@ybl,HDFC,Food Payment,2840,Success,UPI,Gujarat,Pune,Android
PP100369,2026-07-12 00:00:00,22:27:59,Customer_370,Merchant_5,9529215342,user370@ybl,Kotak,Merchant Payment,15492,Success,UPI,Karnataka,Kolhapur,Android
PP100370,2026-07-12 00:00:00,17:57:24,Customer_371,Merchant_98,9527838626,user371@ybl,Axis,Food Payment,24457,Success,QR Code,Maharashtra,Nashik,iOS
PP100371,2026-07-13 00:00:00,16:44:39,Customer_372,Merchant_48,9025362085,user372@ybl,Canara,Merchant Payment,4979,Success,Phone Number,Maharashtra,Mumbai,iOS
PP100372,2026-07-13 00:00:00,14:43:48,Customer_373,Merchant_37,9727132906,user373@ybl,BOB,Merchant Payment,17463,Success,QR Code,Gujarat,Pune,Android
PP100373,2026-07-13 00:00:00,00:02:06,Customer_374,Merchant_79,9913857165,user374@ybl,ICICI,Bill Payment,12386,Success,Phone Number,Karnataka,Aurangabad,Android
PP100374,2026-07-13 00:00:00,14:32:09,Customer_375,Merchant_44,9860792125,user375@ybl,Kotak,Merchant Payment,1321,Failed,QR Code,Madhya Pradesh,Nashik,Android
PP100375,2026-07-13 00:00:00,07:40:32,Customer_376,Merchant_100,9294576723,user376@ybl,SBI,Food Payment,10571,Failed,UPI,Rajasthan,Pune,Android
PP100376,2026-07-13 00:00:00,18:08:30,Customer_377,Merchant_15,9568077532,user377@ybl,PNB,Bill Payment,24100,Success,UPI,Maharashtra,Mumbai,Android
PP100377,2026-07-13 00:00:00,15:19:36,Customer_378,Merchant_43,9257605668,user378@ybl,Axis,Merchant Payment,20703,Success,QR Code,Karnataka,Mumbai,Android
PP100378,2026-07-13 00:00:00,23:54:26,Customer_379,Merchant_48,9940134802,user379@ybl,SBI,Merchant Payment,22475,Success,Phone Number,Karnataka,Aurangabad,iOS
PP100379,2026-07-13 00:00:00,12:18:47,Customer_380,Merchant_87,9423230736,user380@ybl,ICICI,Bill Payment,4132,Success,UPI,Gujarat,Nashik,Android
PP100380,2026-07-13 00:00:00,19:08:24,Customer_381,Merchant_70,9115151367,user381@ybl,Canara,Merchant Payment,24285,Success,Phone Number,Rajasthan,Nashik,Android
PP100381,2026-07-13 00:00:00,01:03:17,Customer_382,Merchant_46,9281773001,user382@ybl,Canara,Merchant Payment,12783,Success,Phone Number,Maharashtra,Kolhapur,iOS
PP100382,2026-07-13 00:00:00,13:18:02,Customer_383,Merchant_43,9811566857,user383@ybl,HDFC,Merchant Payment,11794,Success,QR Code,Madhya Pradesh,Pune,Android
PP100383,2026-07-13 00:00:00,03:48:38,Customer_384,Merchant_21,9510487344,user384@ybl,Kotak,Bill Payment,24805,Success,Phone Number,Gujarat,Kolhapur,iOS
PP100384,2026-07-13 00:00:00,09:36:00,Customer_385,Merchant_23,9524190096,user385@ybl,SBI,Merchant Payment,16902,Pending,QR Code,Maharashtra,Mumbai,Android
PP100385,2026-07-13 00:00:00,21:16:29,Customer_386,Merchant_80,9134615068,user386@ybl,PNB,Food Payment,8640,Success,Phone Number,Maharashtra,Mumbai,Android
PP100386,2026-07-13 00:00:00,06:08:36,Customer_387,Merchant_47,9443284784,user387@ybl,ICICI,Bill Payment,7265,Success,Phone Number,Karnataka,Aurangabad,Android
PP100387,2026-07-13 00:00:00,10:04:04,Customer_388,Merchant_15,9981835551,user388@ybl,SBI,Merchant Payment,11851,Success,Phone Number,Rajasthan,Aurangabad,Android
PP100388,2026-07-13 00:00:00,00:27:25,Customer_389,Merchant_25,9650160007,user389@ybl,BOB,Merchant Payment,2125,Success,QR Code,Madhya Pradesh,Nashik,Android
PP100389,2026-07-13 00:00:00,13:12:03,Customer_390,Merchant_36,9331098635,user390@ybl,Canara,Food Payment,9765,Success,QR Code,Rajasthan,Kolhapur,Android
PP100390,2026-07-13 00:00:00,05:20:56,Customer_391,Merchant_75,9161977071,user391@ybl,SBI,Food Payment,21731,Success,UPI,Karnataka,Mumbai,Android
PP100391,2026-07-13 00:00:00,14:46:13,Customer_392,Merchant_51,9504690165,user392@ybl,ICICI,Bill Payment,5650,Success,UPI,Madhya Pradesh,Pune,Android
PP100392,2026-07-13 00:00:00,10:23:50,Customer_393,Merchant_15,9291932671,user393@ybl,PNB,Food Payment,3226,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100393,2026-07-13 00:00:00,10:54:42,Customer_394,Merchant_68,9967559030,user394@ybl,ICICI,Food Payment,23541,Success,Phone Number,Gujarat,Pune,Android
PP100394,2026-07-13 00:00:00,17:36:14,Customer_395,Merchant_21,9314989272,user395@ybl,Kotak,Food Payment,18973,Success,QR Code,Madhya Pradesh,Aurangabad,iOS
PP100395,2026-07-13 00:00:00,18:57:24,Customer_396,Merchant_13,9537570500,user396@ybl,HDFC,Food Payment,2648,Success,UPI,Maharashtra,Pune,Android
PP100396,2026-07-13 00:00:00,03:14:54,Customer_397,Merchant_86,9762586253,user397@ybl,ICICI,Merchant Payment,10088,Success,UPI,Rajasthan,Mumbai,Android
PP100397,2026-07-13 00:00:00,15:37:44,Customer_398,Merchant_19,9289101690,user398@ybl,Axis,Food Payment,13414,Success,QR Code,Rajasthan,Kolhapur,iOS
PP100398,2026-07-13 00:00:00,20:51:00,Customer_399,Merchant_34,9568752762,user399@ybl,SBI,Merchant Payment,23168,Success,UPI,Gujarat,Nashik,iOS
PP100399,2026-07-13 00:00:00,15:59:05,Customer_400,Merchant_78,9812103454,user400@ybl,HDFC,Merchant Payment,1087,Success,UPI,Madhya Pradesh,Kolhapur,Android
PP100400,2026-07-13 00:00:00,10:53:44,Customer_401,Merchant_68,9020445790,user401@ybl,PNB,Food Payment,17910,Pending,Phone Number,Karnataka,Nagpur,Android
PP100401,2026-07-13 00:00:00,03:40:24,Customer_402,Merchant_52,9390866461,user402@ybl,HDFC,Bill Payment,19417,Pending,UPI,Maharashtra,Nashik,Android
PP100402,2026-07-14 00:00:00,11:18:58,Customer_403,Merchant_27,9362191045,user403@ybl,ICICI,Bill Payment,15265,Success,QR Code,Gujarat,Nagpur,Android
PP100403,2026-07-14 00:00:00,06:59:10,Customer_404,Merchant_29,9583054952,user404@ybl,ICICI,Merchant Payment,9879,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100404,2026-07-14 00:00:00,17:42:11,Customer_405,Merchant_28,9150669690,user405@ybl,Axis,Bill Payment,6662,Success,UPI,Karnataka,Mumbai,Android
PP100405,2026-07-14 00:00:00,13:48:08,Customer_406,Merchant_35,9368416906,user406@ybl,Canara,Food Payment,15397,Pending,QR Code,Madhya Pradesh,Mumbai,iOS
PP100406,2026-07-14 00:00:00,20:25:09,Customer_407,Merchant_8,9569226108,user407@ybl,SBI,Bill Payment,4086,Success,Phone Number,Gujarat,Aurangabad,Android
PP100407,2026-07-14 00:00:00,02:22:57,Customer_408,Merchant_16,9866291680,user408@ybl,Axis,Bill Payment,967,Success,QR Code,Karnataka,Aurangabad,iOS
PP100408,2026-07-14 00:00:00,02:14:30,Customer_409,Merchant_36,9356969134,user409@ybl,ICICI,Food Payment,20793,Success,QR Code,Karnataka,Nagpur,Android
PP100409,2026-07-14 00:00:00,02:24:26,Customer_410,Merchant_30,9009292780,user410@ybl,BOB,Merchant Payment,24547,Success,QR Code,Karnataka,Kolhapur,Android
PP100410,2026-07-14 00:00:00,16:02:41,Customer_411,Merchant_18,9191316865,user411@ybl,HDFC,Food Payment,1191,Success,Phone Number,Karnataka,Aurangabad,Android
PP100411,2026-07-14 00:00:00,10:06:08,Customer_412,Merchant_2,9909844587,user412@ybl,Axis,Merchant Payment,15851,Success,Phone Number,Madhya Pradesh,Mumbai,iOS
PP100412,2026-07-14 00:00:00,01:53:03,Customer_413,Merchant_49,9770074818,user413@ybl,Axis,Merchant Payment,6134,Success,UPI,Karnataka,Aurangabad,Android
PP100413,2026-07-14 00:00:00,11:38:34,Customer_414,Merchant_77,9783004179,user414@ybl,SBI,Bill Payment,191,Success,UPI,Madhya Pradesh,Nagpur,Android
PP100414,2026-07-14 00:00:00,19:35:07,Customer_415,Merchant_4,9441679019,user415@ybl,BOB,Bill Payment,22086,Success,UPI,Karnataka,Nashik,iOS
PP100415,2026-07-14 00:00:00,21:57:06,Customer_416,Merchant_90,9341080313,user416@ybl,BOB,Merchant Payment,12838,Success,UPI,Karnataka,Kolhapur,Android
PP100416,2026-07-14 00:00:00,18:45:26,Customer_417,Merchant_89,9778462939,user417@ybl,BOB,Merchant Payment,9355,Success,QR Code,Gujarat,Kolhapur,Android
PP100417,2026-07-14 00:00:00,19:40:35,Customer_418,Merchant_94,9899014210,user418@ybl,SBI,Food Payment,10071,Failed,UPI,Madhya Pradesh,Pune,iOS
PP100418,2026-07-14 00:00:00,12:42:45,Customer_419,Merchant_75,9920007206,user419@ybl,Canara,Merchant Payment,22260,Success,QR Code,Madhya Pradesh,Aurangabad,iOS
PP100419,2026-07-14 00:00:00,05:32:36,Customer_420,Merchant_7,9927334563,user420@ybl,ICICI,Bill Payment,6229,Success,Phone Number,Rajasthan,Kolhapur,Android
PP100420,2026-07-14 00:00:00,12:50:40,Customer_421,Merchant_95,9750089597,user421@ybl,ICICI,Bill Payment,10400,Success,UPI,Gujarat,Mumbai,Android
PP100421,2026-07-14 00:00:00,10:19:08,Customer_422,Merchant_74,9653689960,user422@ybl,PNB,Food Payment,3597,Success,Phone Number,Madhya Pradesh,Nashik,Android
PP100422,2026-07-14 00:00:00,01:19:17,Customer_423,Merchant_39,9983233910,user423@ybl,SBI,Food Payment,8400,Success,Phone Number,Gujarat,Mumbai,Android
PP100423,2026-07-14 00:00:00,05:18:17,Customer_424,Merchant_13,9907194371,user424@ybl,Canara,Bill Payment,4096,Success,UPI,Gujarat,Aurangabad,Android
PP100424,2026-07-15 00:00:00,02:53:15,Customer_425,Merchant_31,9986601332,user425@ybl,PNB,Food Payment,177,Success,Phone Number,Gujarat,Nagpur,Android
PP100425,2026-07-15 00:00:00,04:30:41,Customer_426,Merchant_71,9671321535,user426@ybl,PNB,Bill Payment,7797,Success,Phone Number,Maharashtra,Pune,Android
PP100426,2026-07-15 00:00:00,07:41:36,Customer_427,Merchant_63,9135427625,user427@ybl,PNB,Food Payment,19121,Success,QR Code,Madhya Pradesh,Pune,Android
PP100427,2026-07-15 00:00:00,19:34:40,Customer_428,Merchant_56,9344642946,user428@ybl,SBI,Merchant Payment,8457,Success,UPI,Gujarat,Nashik,Android
PP100428,2026-07-15 00:00:00,12:49:23,Customer_429,Merchant_42,9448250947,user429@ybl,Kotak,Merchant Payment,11115,Failed,QR Code,Maharashtra,Kolhapur,Android
PP100429,2026-07-15 00:00:00,05:30:16,Customer_430,Merchant_61,9485797266,user430@ybl,PNB,Merchant Payment,15299,Success,Phone Number,Maharashtra,Kolhapur,Android
PP100430,2026-07-15 00:00:00,13:50:40,Customer_431,Merchant_42,9956189900,user431@ybl,Axis,Food Payment,19199,Success,QR Code,Karnataka,Kolhapur,Android
PP100431,2026-07-15 00:00:00,14:40:53,Customer_432,Merchant_56,9220639194,user432@ybl,HDFC,Food Payment,7220,Success,UPI,Karnataka,Pune,Android
PP100432,2026-07-15 00:00:00,06:55:17,Customer_433,Merchant_36,9583142109,user433@ybl,Axis,Bill Payment,23932,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100433,2026-07-15 00:00:00,05:59:26,Customer_434,Merchant_84,9157288179,user434@ybl,Axis,Food Payment,18781,Success,QR Code,Karnataka,Kolhapur,Android
PP100434,2026-07-15 00:00:00,20:57:32,Customer_435,Merchant_68,9439437395,user435@ybl,ICICI,Bill Payment,14867,Success,QR Code,Madhya Pradesh,Mumbai,Android
PP100435,2026-07-15 00:00:00,17:27:03,Customer_436,Merchant_7,9145416376,user436@ybl,Kotak,Merchant Payment,9061,Success,Phone Number,Maharashtra,Kolhapur,iOS
PP100436,2026-07-15 00:00:00,05:46:46,Customer_437,Merchant_54,9680955559,user437@ybl,SBI,Merchant Payment,1830,Success,QR Code,Maharashtra,Nagpur,Android
PP100437,2026-07-15 00:00:00,20:58:40,Customer_438,Merchant_1,9695021572,user438@ybl,PNB,Food Payment,21594,Failed,Phone Number,Madhya Pradesh,Nashik,Android
PP100438,2026-07-15 00:00:00,00:29:19,Customer_439,Merchant_44,9977475486,user439@ybl,ICICI,Merchant Payment,21836,Success,Phone Number,Karnataka,Nashik,Android
PP100439,2026-07-15 00:00:00,11:39:09,Customer_440,Merchant_45,9701783998,user440@ybl,Canara,Bill Payment,7915,Success,QR Code,Karnataka,Pune,Android
PP100440,2026-07-15 00:00:00,00:41:22,Customer_441,Merchant_47,9399986183,user441@ybl,Canara,Food Payment,18530,Success,UPI,Madhya Pradesh,Nagpur,iOS
PP100441,2026-07-15 00:00:00,06:47:22,Customer_442,Merchant_13,9766704110,user442@ybl,SBI,Merchant Payment,6973,Failed,Phone Number,Rajasthan,Mumbai,Android
PP100442,2026-07-15 00:00:00,09:21:59,Customer_443,Merchant_22,9413221517,user443@ybl,ICICI,Food Payment,19434,Failed,Phone Number,Karnataka,Nagpur,Android
PP100443,2026-07-15 00:00:00,16:07:46,Customer_444,Merchant_21,9749630199,user444@ybl,HDFC,Bill Payment,6343,Success,UPI,Gujarat,Mumbai,Android
PP100444,2026-07-15 00:00:00,00:34:39,Customer_445,Merchant_86,9307839214,user445@ybl,SBI,Merchant Payment,22151,Success,QR Code,Karnataka,Mumbai,Android
PP100445,2026-07-15 00:00:00,00:45:17,Customer_446,Merchant_92,9296507148,user446@ybl,ICICI,Merchant Payment,5625,Success,UPI,Rajasthan,Nagpur,Android
PP100446,2026-07-15 00:00:00,16:34:36,Customer_447,Merchant_9,9718495229,user447@ybl,ICICI,Merchant Payment,5911,Success,Phone Number,Maharashtra,Aurangabad,Android
PP100447,2026-07-15 00:00:00,07:45:52,Customer_448,Merchant_26,9799114514,user448@ybl,Kotak,Merchant Payment,3096,Success,Phone Number,Maharashtra,Nagpur,Android
PP100448,2026-07-15 00:00:00,11:47:40,Customer_449,Merchant_9,9699767844,user449@ybl,SBI,Merchant Payment,18748,Success,UPI,Maharashtra,Mumbai,Android
PP100449,2026-07-15 00:00:00,20:14:07,Customer_450,Merchant_15,9938419767,user450@ybl,Canara,Bill Payment,639,Success,Phone Number,Karnataka,Kolhapur,Android
PP100450,2026-07-15 00:00:00,05:07:29,Customer_451,Merchant_10,9234503946,user451@ybl,Canara,Bill Payment,11114,Failed,UPI,Maharashtra,Nashik,Android
PP100451,2026-07-16 00:00:00,09:18:56,Customer_452,Merchant_88,9406763749,user452@ybl,PNB,Bill Payment,2427,Pending,Phone Number,Rajasthan,Nashik,Android
PP100452,2026-07-16 00:00:00,17:47:57,Customer_453,Merchant_42,9894084535,user453@ybl,Axis,Bill Payment,22664,Success,QR Code,Rajasthan,Pune,Android
PP100453,2026-07-16 00:00:00,10:37:38,Customer_454,Merchant_72,9724116999,user454@ybl,SBI,Food Payment,12664,Success,UPI,Karnataka,Nashik,Android
PP100454,2026-07-16 00:00:00,13:25:02,Customer_455,Merchant_24,9534067874,user455@ybl,ICICI,Food Payment,3024,Success,UPI,Gujarat,Aurangabad,Android
PP100455,2026-07-16 00:00:00,08:01:05,Customer_456,Merchant_80,9298542529,user456@ybl,SBI,Food Payment,20318,Success,UPI,Karnataka,Mumbai,Android
PP100456,2026-07-16 00:00:00,01:50:45,Customer_457,Merchant_49,9531738613,user457@ybl,ICICI,Bill Payment,10698,Success,Phone Number,Maharashtra,Nagpur,iOS
PP100457,2026-07-16 00:00:00,10:33:20,Customer_458,Merchant_26,9428412861,user458@ybl,HDFC,Merchant Payment,20000,Success,QR Code,Karnataka,Nagpur,Android
PP100458,2026-07-16 00:00:00,07:25:37,Customer_459,Merchant_91,9838193419,user459@ybl,SBI,Bill Payment,4059,Success,UPI,Rajasthan,Aurangabad,Android
PP100459,2026-07-16 00:00:00,03:11:25,Customer_460,Merchant_37,9069072956,user460@ybl,BOB,Food Payment,1324,Success,UPI,Karnataka,Nashik,Android
PP100460,2026-07-16 00:00:00,10:42:45,Customer_461,Merchant_68,9905653083,user461@ybl,BOB,Merchant Payment,5650,Success,UPI,Karnataka,Mumbai,Android
PP100461,2026-07-16 00:00:00,07:05:22,Customer_462,Merchant_50,9661077672,user462@ybl,Canara,Merchant Payment,7302,Success,Phone Number,Gujarat,Nashik,Android
PP100462,2026-07-16 00:00:00,18:05:55,Customer_463,Merchant_24,9167098332,user463@ybl,HDFC,Food Payment,3327,Success,Phone Number,Rajasthan,Pune,iOS
PP100463,2026-07-16 00:00:00,15:19:28,Customer_464,Merchant_19,9505181606,user464@ybl,Kotak,Bill Payment,17765,Success,UPI,Madhya Pradesh,Nashik,iOS
PP100464,2026-07-16 00:00:00,14:34:47,Customer_465,Merchant_100,9473965436,user465@ybl,PNB,Food Payment,6685,Success,QR Code,Madhya Pradesh,Pune,Android
PP100465,2026-07-16 00:00:00,03:25:42,Customer_466,Merchant_60,9440142133,user466@ybl,HDFC,Bill Payment,4314,Success,UPI,Rajasthan,Nagpur,Android
PP100466,2026-07-16 00:00:00,11:20:06,Customer_467,Merchant_39,9332684311,user467@ybl,Canara,Bill Payment,1807,Success,Phone Number,Madhya Pradesh,Mumbai,Android
PP100467,2026-07-16 00:00:00,13:32:50,Customer_468,Merchant_74,9469986499,user468@ybl,Kotak,Food Payment,1093,Success,Phone Number,Maharashtra,Kolhapur,Android
PP100468,2026-07-16 00:00:00,21:50:23,Customer_469,Merchant_89,9952470064,user469@ybl,ICICI,Bill Payment,22306,Success,Phone Number,Madhya Pradesh,Pune,Android
PP100469,2026-07-16 00:00:00,21:00:29,Customer_470,Merchant_18,9408049837,user470@ybl,Kotak,Food Payment,3619,Success,Phone Number,Maharashtra,Nashik,Android
PP100470,2026-07-16 00:00:00,14:36:43,Customer_471,Merchant_19,9523107003,user471@ybl,Axis,Food Payment,15409,Success,Phone Number,Rajasthan,Nashik,Android
PP100471,2026-07-16 00:00:00,22:46:14,Customer_472,Merchant_36,9995806947,user472@ybl,SBI,Merchant Payment,11365,Success,Phone Number,Madhya Pradesh,Nagpur,Android
PP100472,2026-07-16 00:00:00,07:19:59,Customer_473,Merchant_74,9633558474,user473@ybl,HDFC,Merchant Payment,12338,Success,QR Code,Madhya Pradesh,Aurangabad,iOS
PP100473,2026-07-16 00:00:00,23:43:02,Customer_474,Merchant_97,9158200294,user474@ybl,Canara,Food Payment,16127,Success,UPI,Maharashtra,Kolhapur,Android
